Summary Metric,Value
number of repeated section codes,469
total rows involved in repeated section codes,2498
max duplicate count for a single section code,19

section number,generated id,title/name,level,parentId,parent section number if available,parent title if available,sortOrder
02760,1995-02760-4,Pavement Joint Sealant,4,1995-02755,02755,Cement Concrete Shoulders,697
02760,1995-02760-5,Pavement Joint Sealant,4,1995-02755,02755,Cement Concrete Shoulders,698
02760,1995-02760-6,Pavement Markings,4,1995-02755,02755,Cement Concrete Shoulders,699
02760,1995-02760-7,Paving Specialties,3,1995-02700,02700,"BASES, BALLASTS, PAVEMENTS, AND APPURTENANCES",700
02760,1995-02760-8,Raised Pavement Markers,4,1995-02760-7,02760,Paving Specialties,701
02760,1995-02760-9,Snow Melting Cables and Mats,4,1995-02760-7,02760,Paving Specialties,702
02760,1995-02760-10,Stamped Pattern Concrete Pavement,4,1995-02760-7,02760,Paving Specialties,703
02760,1995-02760-11,Tactile Warning Surfaces,4,1995-02760-7,02760,Paving Specialties,704
02770,1995-02770,Bituminous Concrete Curbs,4,1995-02760-7,02760,Paving Specialties,705
02770,1995-02770-2,Cement Concrete Curbs,4,1995-02760-7,02760,Paving Specialties,706
02770,1995-02770-3,Cement Concrete Curbs and Gutters,4,1995-02760-7,02760,Paving Specialties,707
02770,1995-02770-4,Curbs and Gutters,3,1995-02700,02700,"BASES, BALLASTS, PAVEMENTS, AND APPURTENANCES",708
02770,1995-02770-5,Gutters,4,1995-02770-4,02770,Curbs and Gutters,709
02770,1995-02770-6,Simulated Stone Curbs,4,1995-02770-4,02770,Curbs and Gutters,710
02770,1995-02770-7,Stone Curbs,4,1995-02770-4,02770,Curbs and Gutters,711
02780,1995-02780,Asphalt Block Pavers,4,1995-02775,02775,Sidewalks,713
02780,1995-02780-2,Brick Pavers,4,1995-02775,02775,Sidewalks,714
02780,1995-02780-3,Interlocking Precast Concrete Pavers,4,1995-02775,02775,Sidewalks,715
02780,1995-02780-4,Precast Concrete Pavers,4,1995-02775,02775,Sidewalks,716
02780,1995-02780-5,Pressed Pavers,4,1995-02775,02775,Sidewalks,717
02780,1995-02780-6,Stone Pavers,4,1995-02775,02775,Sidewalks,718
02780,1995-02780-7,Unit Pavers,3,1995-02700,02700,"BASES, BALLASTS, PAVEMENTS, AND APPURTENANCES",719
02785,1995-02785,Cape Seal,4,1995-02780-7,02780,Unit Pavers,720
02785,1995-02785-2,Chip Seal,4,1995-02780-7,02780,Unit Pavers,721
02785,1995-02785-3,Flexible Pavement Coating and Micro-Surfacing,3,1995-02700,02700,"BASES, BALLASTS, PAVEMENTS, AND APPURTENANCES",722
02785,1995-02785-4,Fog Seal,4,1995-02785-3,02785,Flexible Pavement Coating and Micro-Surfacing,723
02785,1995-02785-5,Latex-Modified Emulsion,4,1995-02785-3,02785,Flexible Pavement Coating and Micro-Surfacing,724
02785,1995-02785-6,Micro-Surfacing,4,1995-02785-3,02785,Flexible Pavement Coating and Micro-Surfacing,725
02785,1995-02785-7,Sand Seal,4,1995-02785-3,02785,Flexible Pavement Coating and Micro-Surfacing,726
02785,1995-02785-8,Sandwich Seal,4,1995-02785-3,02785,Flexible Pavement Coating and Micro-Surfacing,727
02785,1995-02785-9,Slurry Seal,4,1995-02785-3,02785,Flexible Pavement Coating and Micro-Surfacing,728
02785,1995-02785-10,Surface Treatment,4,1995-02785-3,02785,Flexible Pavement Coating and Micro-Surfacing,729
02790,1995-02790,Athletic and Recreational Surfaces,3,1995-02700,02700,"BASES, BALLASTS, PAVEMENTS, AND APPURTENANCES",730
02790,1995-02790-2,Baseball Field Surfacing,4,1995-02790,02790,Athletic and Recreational Surfaces,731
02790,1995-02790-3,Multi-Purpose Court Surfacing,4,1995-02790,02790,Athletic and Recreational Surfaces,732
02790,1995-02790-4,Resilient Matting,4,1995-02790,02790,Athletic and Recreational Surfaces,733
02790,1995-02790-5,Synthetic Grass Surfacing,4,1995-02790,02790,Athletic and Recreational Surfaces,734
02790,1995-02790-6,Synthetic Running Track Surfacing,4,1995-02790,02790,Athletic and Recreational Surfaces,735
02790,1995-02790-7,Tennis Court Surfacing,4,1995-02790,02790,Athletic and Recreational Surfaces,736
02795,1995-02795,Porous Pavement,3,1995-02700,02700,"BASES, BALLASTS, PAVEMENTS, AND APPURTENANCES",737
02795,1995-02795-2,Porous Pavement,3,1995-02700,02700,"BASES, BALLASTS, PAVEMENTS, AND APPURTENANCES",738
02810,1995-02810,Agricultural Irrigation System,4,1995-02800,02800,SITE IMPROVEMENTS AND AMENITIES,740
02810,1995-02810-2,Drip Irrigation System,4,1995-02800,02800,SITE IMPROVEMENTS AND AMENITIES,741
02810,1995-02810-3,Irrigation System,3,1995-02800,02800,SITE IMPROVEMENTS AND AMENITIES,742
02810,1995-02810-4,Lawn Sprinkler System,4,1995-02810-3,02810,Irrigation System,743
02820,1995-02820,Chain Link Fences and Gates,4,1995-02815,02815,Fountains,745
02820,1995-02820-2,Fences and Gates,3,1995-02800,02800,SITE IMPROVEMENTS AND AMENITIES,746
02820,1995-02820-3,Ornamental Metal Fences and Gates,4,1995-02820-2,02820,Fences and Gates,747
02820,1995-02820-4,Plastic Fences and Gates,4,1995-02820-2,02820,Fences and Gates,748
02820,1995-02820-5,Wire Fences and Gates,4,1995-02820-2,02820,Fences and Gates,749
02820,1995-02820-6,Wood Fences and Gates,4,1995-02820-2,02820,Fences and Gates,750
02830,1995-02830,Cast-in-Place Concrete Retaining Walls,4,1995-02820-2,02820,Fences and Gates,751
02830,1995-02830-2,Interlocking Block Retaining Walls,4,1995-02820-2,02820,Fences and Gates,752
02830,1995-02830-3,Masonry Retaining Walls,4,1995-02820-2,02820,Fences and Gates,753
02830,1995-02830-4,Precast Concrete Retaining Walls,4,1995-02820-2,02820,Fences and Gates,754
02830,1995-02830-5,Retaining Walls,3,1995-02800,02800,SITE IMPROVEMENTS AND AMENITIES,755
02830,1995-02830-6,Timber Retaining Walls,4,1995-02830-5,02830,Retaining Walls,756
02840,1995-02840,Concrete Median Barrier,4,1995-02830-5,02830,Retaining Walls,757
02840,1995-02840-2,Crash Barriers,4,1995-02830-5,02830,Retaining Walls,758
02840,1995-02840-3,Delineators,4,1995-02830-5,02830,Retaining Walls,759
02840,1995-02840-4,Fenders,4,1995-02830-5,02830,Retaining Walls,760
02840,1995-02840-5,Guide Rail,4,1995-02830-5,02830,Retaining Walls,761
02840,1995-02840-6,Impact Attenuating Devices,4,1995-02830-5,02830,Retaining Walls,762
02840,1995-02840-7,Metal Median Barrier,4,1995-02830-5,02830,Retaining Walls,763
02840,1995-02840-8,Parking Bumpers,4,1995-02830-5,02830,Retaining Walls,764
02840,1995-02840-9,Traffic Barriers,4,1995-02830-5,02830,Retaining Walls,765
02840,1995-02840-10,"Walk, Road, and Parking Appurtenances",3,1995-02800,02800,SITE IMPROVEMENTS AND AMENITIES,766
02860,1995-02860,Jet Blast Barriers,4,1995-02850,02850,Prefabricated Bridges,768
02860,1995-02860-2,Screening Devices,3,1995-02800,02800,SITE IMPROVEMENTS AND AMENITIES,769
02860,1995-02860-3,Screens and Louvers,4,1995-02860-2,02860,Screening Devices,770
02860,1995-02860-4,Sound Barriers,4,1995-02860-2,02860,Screening Devices,771
02870,1995-02870,Bicycle Racks,4,1995-02860-2,02860,Screening Devices,772
02870,1995-02870-2,Prefabricated Planters,4,1995-02860-2,02860,Screening Devices,773
02870,1995-02870-3,Seating,4,1995-02860-2,02860,Screening Devices,774
02870,1995-02870-4,Site Furnishings,3,1995-02800,02800,SITE IMPROVEMENTS AND AMENITIES,775
02870,1995-02870-5,Tables,4,1995-02870-4,02870,Site Furnishings,776
02870,1995-02870-6,Trash and Litter Receptors,4,1995-02870-4,02870,Site Furnishings,777
02875,1995-02875,Bus Stop Shelters,4,1995-02870-4,02870,Site Furnishings,778
02875,1995-02875-2,Site and Street Shelters,3,1995-02800,02800,SITE IMPROVEMENTS AND AMENITIES,779
02880,1995-02880,Athletic or Recreational Screening,4,1995-02875-2,02875,Site and Street Shelters,780
02880,1995-02880-2,Play Field Equipment and Structures,3,1995-02800,02800,SITE IMPROVEMENTS AND AMENITIES,781
02880,1995-02880-3,Play Structures,4,1995-02880-2,02880,Play Field Equipment and Structures,782
02880,1995-02880-4,Playground Equipment,4,1995-02880-2,02880,Play Field Equipment and Structures,783
02880,1995-02880-5,Tennis Court Windbreakers,4,1995-02880-2,02880,Play Field Equipment and Structures,784
02890,1995-02890,Post-Mounted Signs,4,1995-02880-2,02880,Play Field Equipment and Structures,785
02890,1995-02890-2,Structure-Mounted Signs,4,1995-02880-2,02880,Play Field Equipment and Structures,786
02890,1995-02890-3,Traffic Signal Supports and Equipment,4,1995-02880-2,02880,Play Field Equipment and Structures,787
02890,1995-02890-4,Traffic Signs and Signals,3,1995-02800,02800,SITE IMPROVEMENTS AND AMENITIES,788
02890,1995-02890-5,Traffic Signs and Signals,3,1995-02800,02800,SITE IMPROVEMENTS AND AMENITIES,789
02895,1995-02895,Boundary Markers and Survey Markers,4,1995-02890-5,02890,Traffic Signs and Signals,790
02895,1995-02895-2,Markers and Monuments,3,1995-02800,02800,SITE IMPROVEMENTS AND AMENITIES,791
02905,1995-02905,Ground Cover Transplanting,4,1995-02900,02900,PLANTING,793
02905,1995-02905-2,Plant and Bulb Transplanting,4,1995-02900,02900,PLANTING,794
02905,1995-02905-3,Shrub Transplanting,4,1995-02900,02900,PLANTING,795
02905,1995-02905-4,Transplanting,3,1995-02900,02900,PLANTING,796
02905,1995-02905-5,Tree Transplanting,4,1995-02905-4,02905,Transplanting,797
02910,1995-02910,Blankets,4,1995-02905-4,02905,Transplanting,798
02910,1995-02910-2,Forms and Stabilizers,4,1995-02905-4,02905,Transplanting,799
02910,1995-02910-3,Hydro-Punching,4,1995-02905-4,02905,Transplanting,800
02910,1995-02910-4,Mats,4,1995-02905-4,02905,Transplanting,801
02910,1995-02910-5,Mulching,4,1995-02905-4,02905,Transplanting,802
02910,1995-02910-6,Netting,4,1995-02905-4,02905,Transplanting,803
02910,1995-02910-7,Plant Preparation,3,1995-02900,02900,PLANTING,804
02910,1995-02910-8,Soil Preparation,4,1995-02910-7,02910,Plant Preparation,805
02910,1995-02910-9,Stakes,4,1995-02910-7,02910,Plant Preparation,806
02910,1995-02910-10,Topsoil,4,1995-02910-7,02910,Plant Preparation,807
02920,1995-02920,Hydro-Mulching,4,1995-02910-7,02910,Plant Preparation,808
02920,1995-02920-2,Lawns and Grasses,3,1995-02900,02900,PLANTING,809
02920,1995-02920-3,Plugging,4,1995-02920-2,02920,Lawns and Grasses,810
02920,1995-02920-4,Seeding and Soil Supplements,4,1995-02920-2,02920,Lawns and Grasses,811
02920,1995-02920-5,Sodding,4,1995-02920-2,02920,Lawns and Grasses,812
02920,1995-02920-6,Sprigging,4,1995-02920-2,02920,Lawns and Grasses,813
02920,1995-02920-7,Stolonizing,4,1995-02920-2,02920,Lawns and Grasses,814
02930,1995-02930,Exterior Plants,3,1995-02900,02900,PLANTING,815
02930,1995-02930-2,Ground Covers,4,1995-02930,02930,Exterior Plants,816
02930,1995-02930-3,Plants and Bulbs,4,1995-02930,02930,Exterior Plants,817
02930,1995-02930-4,Shrubs,4,1995-02930,02930,Exterior Plants,818
02930,1995-02930-5,Trees,4,1995-02930,02930,Exterior Plants,819
02935,1995-02935,Fertilizing,4,1995-02930,02930,Exterior Plants,820
02935,1995-02935-2,Liming,4,1995-02930,02930,Exterior Plants,821
02935,1995-02935-3,Mowing,4,1995-02930,02930,Exterior Plants,822
02935,1995-02935-4,Plant Maintenance,3,1995-02900,02900,PLANTING,823
02935,1995-02935-5,Pruning,4,1995-02935-4,02935,Plant Maintenance,824
02935,1995-02935-6,Watering,4,1995-02935-4,02935,Plant Maintenance,825
02945,1995-02945,Landscape Edging,4,1995-02935-4,02935,Plant Maintenance,826
02945,1995-02945-2,Landscape Timbers,4,1995-02935-4,02935,Plant Maintenance,827
02945,1995-02945-3,Planters,4,1995-02935-4,02935,Plant Maintenance,828
02945,1995-02945-4,Planting Accessories,3,1995-02900,02900,PLANTING,829
02945,1995-02945-5,Tree Grates,4,1995-02945-4,02945,Planting Accessories,830
02945,1995-02945-6,Tree Grids,4,1995-02945-4,02945,Planting Accessories,831
02950,1995-02950,SITE RESTORATION AND REHABILITATION,3,1995-02900,02900,PLANTING,832
02950,1995-02950-2,SITE RESTORATION AND REHABILITATION,3,1995-02900,02900,PLANTING,833
02950,1995-02950-3,SITE RESTORATION AND REHABILITATION,3,1995-02900,02900,PLANTING,834
02955,1995-02955,Grouting Underground Piping and Units,4,1995-02950-3,02950,SITE RESTORATION AND REHABILITATION,835
02955,1995-02955-2,Relining Underground Piping and Units,4,1995-02950-3,02950,SITE RESTORATION AND REHABILITATION,836
02955,1995-02955-3,Restoration of Underground Piping,3,1995-02900,02900,PLANTING,837
02955,1995-02955-4,Sealing Underground Piping and Units,4,1995-02955-3,02955,Restoration of Underground Piping,838
02960,1995-02960,Flexible Pavement Surfacing Recovery,3,1995-02900,02900,PLANTING,839
02960,1995-02960-2,Pavement Milling and Pavement Cold Planing,4,1995-02960,02960,Flexible Pavement Surfacing Recovery,840
02965,1995-02965,Cement-Based Bituminous Pavement Base Courses,4,1995-02960,02960,Flexible Pavement Surfacing Recovery,841
02965,1995-02965-2,Cold In-Place Recycled Bituminous Pavement Courses,4,1995-02960,02960,Flexible Pavement Surfacing Recovery,842
02965,1995-02965-3,Flexible and Bituminous Pavement Recycling,3,1995-02900,02900,PLANTING,843
02965,1995-02965-4,Full-Depth Reclaimed Bituminous Pavement Base Courses,4,1995-02965-3,02965,Flexible and Bituminous Pavement Recycling,844
02965,1995-02965-5,Hot In-Place Recycled Bituminous Pavement Courses,4,1995-02965-3,02965,Flexible and Bituminous Pavement Recycling,845
02965,1995-02965-6,Hot In-Place Recycled Surface Course Overlays,4,1995-02965-3,02965,Flexible and Bituminous Pavement Recycling,846
02965,1995-02965-7,Roadbed Modification,4,1995-02965-3,02965,Flexible and Bituminous Pavement Recycling,847
02975,1995-02975,Fabric Reinforcement for Bituminous Pavement,4,1995-02965-3,02965,Flexible and Bituminous Pavement Recycling,848
02975,1995-02975-2,Flexible and Bituminous Pavement Reinforcement and Crack and Joint Sealants,3,1995-02900,02900,PLANTING,849
02975,1995-02975-3,Polymer Modified Asphalt Joint and Crack Sealing,4,1995-02975-2,02975,Flexible and Bituminous Pavement Reinforcement and Crack and Joint Sealants,850
02975,1995-02975-4,Stress-Absorbing Membrane,4,1995-02975-2,02975,Flexible and Bituminous Pavement Reinforcement and Crack and Joint Sealants,851
02975,1995-02975-5,Stress-Absorbing Membrane Interlayer,4,1995-02975-2,02975,Flexible and Bituminous Pavement Reinforcement and Crack and Joint Sealants,852
02980,1995-02980,Cement Concrete Bonded Overlays,4,1995-02975-2,02975,Flexible and Bituminous Pavement Reinforcement and Crack and Joint Sealants,853
02980,1995-02980-2,Cement Concrete Direct Partially Bonded Overlays,4,1995-02975-2,02975,Flexible and Bituminous Pavement Reinforcement and Crack and Joint Sealants,854
02980,1995-02980-3,Cement Concrete Pavement Recycling,4,1995-02975-2,02975,Flexible and Bituminous Pavement Reinforcement and Crack and Joint Sealants,855
02980,1995-02980-4,Cement Concrete Unbonded Overlays,4,1995-02975-2,02975,Flexible and Bituminous Pavement Reinforcement and Crack and Joint Sealants,856
02980,1995-02980-5,Concrete Pavement Jacking and Slabjacking,4,1995-02975-2,02975,Flexible and Bituminous Pavement Reinforcement and Crack and Joint Sealants,857
02980,1995-02980-6,Concrete Pavement Patching,4,1995-02975-2,02975,Flexible and Bituminous Pavement Reinforcement and Crack and Joint Sealants,858
02980,1995-02980-7,Full Depth Patching,4,1995-02975-2,02975,Flexible and Bituminous Pavement Reinforcement and Crack and Joint Sealants,859
02980,1995-02980-8,Grinding of Concrete Pavement,4,1995-02975-2,02975,Flexible and Bituminous Pavement Reinforcement and Crack and Joint Sealants,860
02980,1995-02980-9,Grooving of Concrete Pavement,4,1995-02975-2,02975,Flexible and Bituminous Pavement Reinforcement and Crack and Joint Sealants,861
02980,1995-02980-10,Joint Cleaning and Resealing,4,1995-02975-2,02975,Flexible and Bituminous Pavement Reinforcement and Crack and Joint Sealants,862
02980,1995-02980-11,Joint Rehabilitation,4,1995-02975-2,02975,Flexible and Bituminous Pavement Reinforcement and Crack and Joint Sealants,863
02980,1995-02980-12,Partial Depth Patching,4,1995-02975-2,02975,Flexible and Bituminous Pavement Reinforcement and Crack and Joint Sealants,864
02980,1995-02980-13,Pavement-Shoulder Joint Resealing,4,1995-02975-2,02975,Flexible and Bituminous Pavement Reinforcement and Crack and Joint Sealants,865
02980,1995-02980-14,Rigid Pavement Rehabilitation,3,1995-02900,02900,PLANTING,866
02980,1995-02980-15,Slab Stabilization,4,1995-02980-14,02980,Rigid Pavement Rehabilitation,867
02980,1995-02980-16,Subsealing and Stabilization,4,1995-02980-14,02980,Rigid Pavement Rehabilitation,868
03100,1995-03100,CONCRETE FORMS AND ACCESSORIES,2,1995-03000,03000,CONCRETE,872
03100,1995-03100-2,CONCRETE FORMS AND ACCESSORIES,2,1995-03000,03000,CONCRETE,873
03130,1995-03130,Permanent Forms,3,1995-03100-2,03100,CONCRETE FORMS AND ACCESSORIES,876
03130,1995-03130-2,Permanent Steel Forms,4,1995-03130,03130,Permanent Forms,877
03130,1995-03130-3,Prefabricated Stair Forms,4,1995-03130,03130,Permanent Forms,878
03360,1995-03360,Concrete Finishes,3,1995-03300,03300,CAST-IN-PLACE CONCRETE,891
03360,1995-03360-2,High-Tolerance Floor,4,1995-03360,03360,Concrete Finishes,892
03430,1995-03430,Lift-Slab Concrete,4,1995-03420,03420,Plant-Precast Structural Post-Tensioned Concrete,899
03430,1995-03430-2,Precast Post-Tensioned Concrete,4,1995-03420,03420,Plant-Precast Structural Post-Tensioned Concrete,900
03430,1995-03430-3,Precast Post-Tensioned Concrete,4,1995-03420,03420,Plant-Precast Structural Post-Tensioned Concrete,901
03430,1995-03430-4,Site-Precast Structural Concrete,3,1995-03400,03400,PRECAST CONCRETE,902
03430,1995-03430-5,Site-Precast Structural Concrete,3,1995-03400,03400,PRECAST CONCRETE,903
03430,1995-03430-6,Structural Precast Pretensioned Concrete,4,1995-03430-5,03430,Site-Precast Structural Concrete,904
03450,1995-03450,Faced Architectural Precast Concrete,4,1995-03430-5,03430,Site-Precast Structural Concrete,905
03450,1995-03450-2,Plant-Precast Architectural Concrete,3,1995-03400,03400,PRECAST CONCRETE,906
03460,1995-03460,Site-Precast Architectural Concrete,3,1995-03400,03400,PRECAST CONCRETE,907
03460,1995-03460-2,Site-Precast Architectural Concrete,3,1995-03400,03400,PRECAST CONCRETE,908
03510,1995-03510,Cementitious Roof Deck,3,1995-03500,03500,CEMENTITIOUS DECKS AND UNDERLAYMENT,913
03510,1995-03510-2,Cementitious Wood Fiber Plank,4,1995-03510,03510,Cementitious Roof Deck,914
03510,1995-03510-3,Gypsum Concrete Roof Deck,4,1995-03510,03510,Cementitious Roof Deck,915
03520,1995-03520,Composite Concrete and Insulation,4,1995-03510,03510,Cementitious Roof Deck,916
03520,1995-03520-2,Lightweight Cellular Concrete,4,1995-03510,03510,Cementitious Roof Deck,917
03520,1995-03520-3,Lightweight Concrete Roof Insulation,3,1995-03500,03500,CEMENTITIOUS DECKS AND UNDERLAYMENT,918
03520,1995-03520-4,Lightweight Insulating Concrete,4,1995-03520-3,03520,Lightweight Concrete Roof Insulation,919
03540,1995-03540,Cementitious Underlayment,3,1995-03500,03500,CEMENTITIOUS DECKS AND UNDERLAYMENT,921
03540,1995-03540-2,Gypsum Underlayment,4,1995-03540,03540,Cementitious Underlayment,922
03540,1995-03540-3,Portland Cement Underlayment,4,1995-03540,03540,Cementitious Underlayment,923
03910,1995-03910,Concrete Cleaning,3,1995-03900,03900,CONCRETE RESTORATION AND CLEANING,927
03910,1995-03910-2,Concrete Cleaning,3,1995-03900,03900,CONCRETE RESTORATION AND CLEANING,928
03920,1995-03920,Concrete Resurfacing,3,1995-03900,03900,CONCRETE RESTORATION AND CLEANING,929
03920,1995-03920-2,Concrete Resurfacing,3,1995-03900,03900,CONCRETE RESTORATION AND CLEANING,930
03930,1995-03930,Concrete Rehabilitation,3,1995-03900,03900,CONCRETE RESTORATION AND CLEANING,931
03930,1995-03930-2,Concrete Rehabilitation,3,1995-03900,03900,CONCRETE RESTORATION AND CLEANING,932
04060,1995-04060,Cement and Lime Mortar,4,1995-04050,04050,BASIC MASONRY MATERIALS AND METHODS,935
04060,1995-04060-2,Chemical-Resistant Mortar,4,1995-04050,04050,BASIC MASONRY MATERIALS AND METHODS,936
04060,1995-04060-3,Epoxy Mortar,4,1995-04050,04050,BASIC MASONRY MATERIALS AND METHODS,937
04060,1995-04060-4,Masonry Mortar,3,1995-04050,04050,BASIC MASONRY MATERIALS AND METHODS,938
04060,1995-04060-5,Mortar for Engineered Masonry,4,1995-04060-4,04060,Masonry Mortar,939
04060,1995-04060-6,Mortar for Masonry Restoration,4,1995-04060-4,04060,Masonry Mortar,940
04060,1995-04060-7,Mortar Pigments,4,1995-04060-4,04060,Masonry Mortar,941
04060,1995-04060-8,Premixed Mortar,4,1995-04060-4,04060,Masonry Mortar,942
04060,1995-04060-9,Refractory Mortar,4,1995-04060-4,04060,Masonry Mortar,943
04060,1995-04060-10,Surface Bonding Mortar,4,1995-04060-4,04060,Masonry Mortar,944
04070,1995-04070,Chemical Resistant Grout,4,1995-04060-4,04060,Masonry Mortar,945
04070,1995-04070-2,Grout for Engineered Masonry,4,1995-04060-4,04060,Masonry Mortar,946
04070,1995-04070-3,Masonry Grout,3,1995-04050,04050,BASIC MASONRY MATERIALS AND METHODS,947
04080,1995-04080,Continuous Joint Reinforcing,4,1995-04070-3,04070,Masonry Grout,948
04080,1995-04080-2,Flexible Masonry Ties,4,1995-04070-3,04070,Masonry Grout,949
04080,1995-04080-3,Masonry Anchorage and Reinforcement,3,1995-04050,04050,BASIC MASONRY MATERIALS AND METHODS,950
04080,1995-04080-4,Masonry Veneer Ties,4,1995-04080-3,04080,Masonry Anchorage and Reinforcement,951
04080,1995-04080-5,Reinforcing Bars,4,1995-04080-3,04080,Masonry Anchorage and Reinforcement,952
04080,1995-04080-6,Rigid Masonry Ties,4,1995-04080-3,04080,Masonry Anchorage and Reinforcement,953
04080,1995-04080-7,Stone Anchors,4,1995-04080-3,04080,Masonry Anchorage and Reinforcement,954
04090,1995-04090,Control Joint Materials,4,1995-04080-3,04080,Masonry Anchorage and Reinforcement,955
04090,1995-04090-2,Embedded Flashing,4,1995-04080-3,04080,Masonry Anchorage and Reinforcement,956
04090,1995-04090-3,Expansion Joint Materials,4,1995-04080-3,04080,Masonry Anchorage and Reinforcement,957
04090,1995-04090-4,Masonry Accessories,3,1995-04050,04050,BASIC MASONRY MATERIALS AND METHODS,958
04090,1995-04090-5,Weepholes,4,1995-04090-4,04090,Masonry Accessories,959
04210,1995-04210,Brick,4,1995-04200,04200,MASONRY UNITS,961
04210,1995-04210-2,Building Brick,4,1995-04200,04200,MASONRY UNITS,962
04210,1995-04210-3,Ceramic Glazed Clay Masonry Units,4,1995-04200,04200,MASONRY UNITS,963
04210,1995-04210-4,Clay Masonry Units,3,1995-04200,04200,MASONRY UNITS,964
04210,1995-04210-5,Clay Tile,4,1995-04210-4,04210,Clay Masonry Units,965
04210,1995-04210-6,Facing Brick,4,1995-04210-4,04210,Clay Masonry Units,966
04210,1995-04210-7,Glazed Structural Clay Tile,4,1995-04210-4,04210,Clay Masonry Units,967
04210,1995-04210-8,Structural Clay Tile,4,1995-04210-4,04210,Clay Masonry Units,968
04210,1995-04210-9,Terra Cotta,4,1995-04210-4,04210,Clay Masonry Units,969
04220,1995-04220,Concrete Brick,4,1995-04210-4,04210,Clay Masonry Units,970
04220,1995-04220-2,Concrete Masonry Units,3,1995-04200,04200,MASONRY UNITS,971
04220,1995-04220-3,Exposed Aggregate Concrete Masonry Units,4,1995-04220-2,04220,Concrete Masonry Units,972
04220,1995-04220-4,Fluted Concrete Masonry Units,4,1995-04220-2,04220,Concrete Masonry Units,973
04220,1995-04220-5,Interlocking Concrete Masonry Units,4,1995-04220-2,04220,Concrete Masonry Units,974
04220,1995-04220-6,Molded-Face Concrete Masonry Units,4,1995-04220-2,04220,Concrete Masonry Units,975
04220,1995-04220-7,Prefaced Concrete Masonry Units,4,1995-04220-2,04220,Concrete Masonry Units,976
04220,1995-04220-8,Preinsulated Concrete Masonry Units,4,1995-04220-2,04220,Concrete Masonry Units,977
04220,1995-04220-9,Sound-Absorbing Concrete Masonry Units,4,1995-04220-2,04220,Concrete Masonry Units,978
04220,1995-04220-10,Split-Face Concrete Masonry Units,4,1995-04220-2,04220,Concrete Masonry Units,979
04410,1995-04410,Bluestone,4,1995-04400,04400,STONE,984
04410,1995-04410-2,Granite,4,1995-04400,04400,STONE,985
04410,1995-04410-3,Limestone,4,1995-04400,04400,STONE,986
04410,1995-04410-4,Marble,4,1995-04400,04400,STONE,987
04410,1995-04410-5,Quartzite,4,1995-04400,04400,STONE,988
04410,1995-04410-6,Sandstone,4,1995-04400,04400,STONE,989
04410,1995-04410-7,Slate,4,1995-04400,04400,STONE,990
04410,1995-04410-8,Stone Materials,3,1995-04400,04400,STONE,991
04420,1995-04420,Collected Stone,3,1995-04400,04400,STONE,992
04420,1995-04420-2,Excavated Stone,4,1995-04420,04420,Collected Stone,993
04420,1995-04420-3,Field Stone,4,1995-04420,04420,Collected Stone,994
04420,1995-04420-4,Riverbed Stone,4,1995-04420,04420,Collected Stone,995
04430,1995-04430,Cleft-Face Stone,4,1995-04420,04420,Collected Stone,996
04430,1995-04430-2,Crushed Stone,4,1995-04420,04420,Collected Stone,997
04430,1995-04430-3,Dimension Stone,4,1995-04420,04420,Collected Stone,998
04430,1995-04430-4,Quarried Stone,3,1995-04400,04400,STONE,999
04800,1995-04800,MASONRY ASSEMBLIES,2,1995-04000,04000,MASONRY,1012
04800,1995-04800-2,MASONRY ASSEMBLIES,2,1995-04000,04000,MASONRY,1013
04810,1995-04810,Cavity Walls,4,1995-04800-2,04800,MASONRY ASSEMBLIES,1014
04810,1995-04810-2,Composite Unit Masonry,4,1995-04800-2,04800,MASONRY ASSEMBLIES,1015
04810,1995-04810-3,Masonry Veneer,4,1995-04800-2,04800,MASONRY ASSEMBLIES,1016
04810,1995-04810-4,Masonry Veneer,4,1995-04800-2,04800,MASONRY ASSEMBLIES,1017
04810,1995-04810-5,Multiple-Wythe Unit Masonry,4,1995-04800-2,04800,MASONRY ASSEMBLIES,1018
04810,1995-04810-6,Single-Wythe Unit Masonry,4,1995-04800-2,04800,MASONRY ASSEMBLIES,1019
04810,1995-04810-7,Single-Wythe Unit Masonry,4,1995-04800-2,04800,MASONRY ASSEMBLIES,1020
04810,1995-04810-8,Surface-Bonded Masonry,4,1995-04800-2,04800,MASONRY ASSEMBLIES,1021
04810,1995-04810-9,Surface-Bonded Masonry,4,1995-04800-2,04800,MASONRY ASSEMBLIES,1022
04810,1995-04810-10,Thin Brick Veneer,4,1995-04800-2,04800,MASONRY ASSEMBLIES,1023
04810,1995-04810-11,Unit Masonry Assemblies,3,1995-04800-2,04800,MASONRY ASSEMBLIES,1024
04850,1995-04850,Dry-Placed Stone Assemblies,4,1995-04840,04840,Prefabricated Masonry Panels,1028
04850,1995-04850-2,Metal-Supported Stone Assemblies,4,1995-04840,04840,Prefabricated Masonry Panels,1029
04850,1995-04850-3,Metal-Supported Stone Assemblies,4,1995-04840,04840,Prefabricated Masonry Panels,1030
04850,1995-04850-4,Metal-Supported Stone Assemblies,4,1995-04840,04840,Prefabricated Masonry Panels,1031
04850,1995-04850-5,Mortar-Placed Stone Assemblies,4,1995-04840,04840,Prefabricated Masonry Panels,1032
